,word,x,y,z
1866,Oh,5.92916579032,-3.76568438338,-12.9284098052
1867,Did,-3.67674110721,-6.64792522028,-10.377605817
1874,Oy,-7.01439621281,-4.44208478364,11.4235660583
1876,Or,12.2662500581,-20.0961150147,8.13090253572
1880,OF,-16.7018254036,-1.84595394436,-4.22717622665
1884,OR,-9.9870816956,4.06117121792,7.1445340039
1885,Little,-9.15785528662,7.73503258718,3.38258608598
1890,Seeker,10.9183162228,-17.7513148329,10.0685274862
1896,Crabbe,5.66515305668,9.87300746757,-5.59578265758
1898,Nothing,2.49201313224,10.8982849331,16.3861206655
1899,Firs,1.06043992529,-10.453936248,8.53774234572
1904,Look,15.7948528407,-3.26948752497,7.9220448674
1905,Norbert,-4.07467363725,-7.4396817187,0.0584028654313
1908,Bill,13.7784729811,-0.381185422103,-7.48745062753
1913,Romania,1.52606373977,7.0219547264,14.5567717773
1914,Ron,11.6091611982,-2.38055656001,1.65032959033
1919,Baron,15.7834591727,2.62498830259,-2.92540345999
1928,Charms,-3.04611710447,5.5307595374,9.49453207816
1933,Every,9.15763703363,10.7508027221,6.12275961912
1937,Come,-8.15155114183,-9.91124593499,-5.06207979115
1949,Malkin,-4.45292713437,8.91109067792,9.59383501835
1950,Bell,-3.92660512398,4.35916172609,13.7751071453
1951,keyhole,-10.4320816026,2.60158623995,2.78027456841
1952,Soon,1.54149155868,-0.979801999491,9.50842520384
1954,Hedwig,-4.32357913684,16.5094465243,9.26100308854
1961,Dursley,16.3627830953,12.4114805182,2.7817399387
1964,Cross,-10.7365630309,-8.07863352136,4.7739073299
1975,Bott,-16.2149832873,1.18806084503,-2.33628900955
1992,Ah,-3.92706417647,-7.13391929305,-9.70552262638
2008,Angelina,-7.83927409276,5.16121034284,3.30086972613
2011,Lucky,-2.64199072551,-9.23123365907,9.15773208728
2024,P,-12.499276479,-3.6499797024,5.9415765023
2032,Weasleys,-2.58037192023,-3.96643450471,-3.24994660264
2038,Sprout,-12.0933067624,-4.13837602204,4.87961170054
2042,Diggle,0.741326435407,9.83536868603,16.1844332243
2045,Goyle,-14.3884594685,9.00063201044,-9.46492458481
2062,Professor,9.6845584236,-2.5346400822,1.34038421781
2079,Wonder,-2.7136013481,-9.47000864697,8.29178266158
2080,Pomfrey,8.26717634822,-17.5921060497,10.2181339496
2086,Nick,-10.8682462367,-0.39309437212,-0.292618834816
2090,Nice,-4.43305683037,-4.4149244896,13.482255344
2106,Wednesday,3.09708783123,-5.75480589684,9.3891101469
2112,ALBUS,7.79936274712,-4.29735200234,3.82472155641
2115,Madam,-5.07422357388,2.42294731098,-1.6298701445
2141,Christmas,-5.74715935666,14.6055266314,8.08222051433
2143,Gryffindor,1.45637925038,-8.90389255718,-0.351940388162
2154,HIM,11.7220554206,-8.74822831384,0.0474433461939
2155,Chasers,-0.033637844916,7.39138402741,5.13966697511
2159,Mrs,-0.982651454609,11.5342220971,-5.32321081349
2161,Hermione,11.6186683614,-2.38604816542,1.63447673733
2182,Dudley,10.1413060943,-0.4100853592,-0.647431477238
2186,Flamel,9.32403932727,-7.59747972476,-10.5561239269
2193,McGonagall,9.69198648858,-2.53733868085,1.36985905755
2213,Philpot,9.16656733069,3.9662492512,7.19043226282
2218,Say,-3.88172678572,-4.41362274762,12.8780543773
2222,Finnigan,-4.61979727591,10.0641620005,10.773709184
2224,CHAPTER,-6.94259249668,1.21157320757,12.8393545365
2225,Arts,-4.60333682401,12.0864172341,6.16376751101
2227,From,-14.3400904397,-5.34768919088,-5.08132321026
2232,Wingardium,3.26680897495,1.15456486491,9.23998858204
2233,Frog,-12.9881434779,3.88176460825,-6.03024730756
2234,Next,-7.8022253198,5.52456145397,12.3855377077
2237,Which,2.61537217914,10.9707343766,17.0493143787
2240,Leviosa,0.77625151223,-2.01719074302,11.2156788943
2245,Filch,9.86094868901,-16.7051420637,10.4904047088
2246,Nearly,-6.75858378748,-2.6347783373,7.21230634401
2252,Ickle,1.13360675018,0.258503943291,9.76508823357
2257,Gringotts,1.80425718017,-12.31443013,-5.56534777974
2265,GRYFFINDOR,8.86525359891,5.09754809667,6.22665242836
2267,Mommy,-4.79306811913,-4.07368025173,13.07691222
2287,Ronan,-5.09690164339,11.7330062811,5.65497684632
2310,Thousand,17.3646958935,13.7603022778,3.85581146312
2322,High,-5.41098979324,11.3904252225,8.99457900822
2325,Saturday,-7.48912787522,5.72823817971,11.2709555863
2327,Everybody,-0.686957728793,-3.04580847087,10.9839266275
2337,Shut,-5.42241778387,-3.54359004203,6.79698469737
2346,Mom,-2.73664937377,-10.1318386087,-5.75539803588
2359,Keep,-1.11951072044,3.90605173661,15.8494654017
2365,Once,-6.83031945411,3.26321758381,11.2914425456
2376,Draco,-3.90076721029,-11.510545271,2.3470464993
2382,C,-0.606772963945,-4.77150336879,11.3427674419
2383,Send,-11.1355333204,-2.74632423053,-0.0407726075956
2390,Good,-10.4551026064,-5.03115306868,4.48208882091
2391,Nimbus,17.8219112455,13.6497704791,3.4306077078
2394,Britain,2.30093425137,-9.29323238118,8.65227685066
2398,July,-16.128677655,1.82888904904,-2.52921700654
2400,Could,-4.8296972277,-8.48188911583,-8.92781599465
2407,Stonewall,-4.69269963401,6.04975125524,11.7725295585
2417,Slytherin,1.93659755704,-3.04107801175,-1.58370100085
2423,Would,2.10995832086,9.11811241106,6.55500203414
2427,Hey,9.64898046299,-8.50712385234,0.204667196827
2429,Finally,-3.57038910051,-8.7603028947,7.26976812318
2435,Lily,16.3429252262,2.99109415874,-5.25126450548
2436,Get,-5.39912479535,3.25091626346,16.6853394792
2438,Merry,-2.68275944529,-4.47042182385,12.3023485308
2442,Yeh,8.19061329685,-6.54603444081,-11.6999584892
2444,Trevor,3.72616892485,-0.00859157800648,4.55560710782
2445,Dragon,-2.28875834114,4.30251129265,4.80438089099
2454,Halloween,-1.41696678067,7.43723612223,-0.439783398816
2459,Agrippa,2.48023779908,11.0161875907,9.0786299005
2464,Bludgers,-2.65933764779,-3.66593233239,-2.74164434479
2480,Marcus,-6.70387671796,3.8959294414,7.19625433759
2482,Prophet,-9.7004464557,2.43101223889,2.11366273114
2485,Fungi,-16.1016507808,2.26304003165,-2.57378002265
2491,Herbology,11.6759734498,10.9419183066,8.76627869979
2498,Have,12.4721413659,4.98685305146,-5.41324453756
2510,Nicholas,5.35989768213,9.99921716644,9.53976193794
2513,Be,14.0857223382,4.00783064077,-2.63365696377
2515,Friday,1.93116918332,7.99569372429,15.2323148611
2516,sky,-15.839674847,8.74195528491,-9.06386195888
2518,Fat,-7.04444304068,-2.01536795088,-7.33988688511
2526,Know,2.44097848199,-1.84647393991,-7.44827350315
2529,Headless,-6.67619531323,3.74220885765,1.00023811132
2552,Quirrell,1.91587749739,-5.64507870099,0.230607325195
2553,Underground,5.8849039816,-2.96026623996,8.16966302516
2556,Longbottom,13.8164677586,-2.49033718222,8.03006583104
2565,Severus,-1.27340892088,-5.45880423103,-8.57138840875
2570,Inside,10.932355715,3.31497454932,4.35479907673
2584,Ages,-0.818852816979,3.76659898806,15.9294167748
2589,Really,-2.57010308034,-5.94433829541,12.5083129802
2593,Outer,6.83100213708,0.924702517793,2.04432577302
2618,Malfay,-7.19824878655,6.98150401167,4.08412405085
2622,Ten,6.15794835673,4.12586199957,5.71053410511
2643,Pince,5.49535071775,-8.47434564075,11.1196261291
2650,Never,13.3826026983,-20.4444450681,8.36245642803
2657,Dumbledore,2.21859646897,-5.64161470069,-0.0396607147987
2659,Friar,9.42274729484,5.9127054087,7.22445427947
2672,Rubbish,-5.07378104259,-4.41362125661,13.1170033777
